technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Silicon,0.95,"Silicon is the semiconductor base material for image sensors (CMOS or CCD), absolutely essential for digital camera function.",280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Silicon,0.95,"Silicon is the semiconductor base material for image sensors (CMOS or CCD), absolutely essential for digital camera function.",280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Silicon,0.95,"Silicon is the semiconductor base material for image sensors (CMOS or CCD), absolutely essential for digital camera function.",280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Silicon,0.95,"Silicon is the semiconductor base material for image sensors (CMOS or CCD), absolutely essential for digital camera function.",280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Silicon,0.95,"Silicon is the semiconductor base material for image sensors (CMOS or CCD), absolutely essential for digital camera function.",280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Copper,0.85,Copper is used for internal wiring and sensor interconnects due to high conductivity; standard with few substitutions.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Copper,0.85,Copper is used for internal wiring and sensor interconnects due to high conductivity; standard with few substitutions.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Copper,0.85,Copper is used for internal wiring and sensor interconnects due to high conductivity; standard with few substitutions.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Copper,0.85,Copper is used for internal wiring and sensor interconnects due to high conductivity; standard with few substitutions.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Copper,0.85,Copper is used for internal wiring and sensor interconnects due to high conductivity; standard with few substitutions.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Aluminum,0.75,Aluminum is used in camera housing and mounts for lightweight mechanical support; common but plastics may sometimes be alternatives.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Aluminum,0.75,Aluminum is used in camera housing and mounts for lightweight mechanical support; common but plastics may sometimes be alternatives.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Aluminum,0.75,Aluminum is used in camera housing and mounts for lightweight mechanical support; common but plastics may sometimes be alternatives.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Aluminum,0.75,Aluminum is used in camera housing and mounts for lightweight mechanical support; common but plastics may sometimes be alternatives.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Optical Assembly (germanium Lens Or Multi-lens Ir Objective),0.9,"Standard feature in all modern smartphones, procured as complete assembly.",Aluminum,0.75,Aluminum is used in camera housing and mounts for lightweight mechanical support; common but plastics may sometimes be alternatives.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Structural Enclosure and Chassis,0.85,"Structural component, typically aluminum or glass frame as separate part.",Aluminum,0.9,"Aluminum is commonly used for smartphone chassis due to its light weight, strength, and corrosion resistance; industry standard.",280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Structural Enclosure and Chassis,0.85,"Structural component, typically aluminum or glass frame as separate part.",Aluminum,0.9,"Aluminum is commonly used for smartphone chassis due to its light weight, strength, and corrosion resistance; industry standard.",280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Structural Enclosure and Chassis,0.85,"Structural component, typically aluminum or glass frame as separate part.",Aluminum,0.9,"Aluminum is commonly used for smartphone chassis due to its light weight, strength, and corrosion resistance; industry standard.",280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Structural Enclosure and Chassis,0.85,"Structural component, typically aluminum or glass frame as separate part.",Aluminum,0.9,"Aluminum is commonly used for smartphone chassis due to its light weight, strength, and corrosion resistance; industry standard.",280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Structural Enclosure and Chassis,0.85,"Structural component, typically aluminum or glass frame as separate part.",Aluminum,0.9,"Aluminum is commonly used for smartphone chassis due to its light weight, strength, and corrosion resistance; industry standard.",280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Smartphone,Structural Enclosure and Chassis,0.85,"Structural component, typically aluminum or glass frame as separate part.",Stainless steel,0.85,Stainless steel is used in some chassis variants for enhanced strength and rigidity; common alternative to aluminum.,722000,China,metric tons,31600000.0,56.53,0.913,LLM fallback cache (previously computed) - no USGS data available for Stainless steel
